,condidatId,diplome,interview,Age,experience,acceptance,post_orientation
652,1341_03,False,0,13.0,False,,junior
653,1343_01,False,2,33.0,False,False,junior
654,1343_02,False,3,47.0,False,False,junior
655,1343_03,False,0,27.0,False,,junior
656,1344_01,False,1,18.0,False,,junior
657,1346_01,False,2,10.0,False,,junior
658,1349_01,True,2,40.0,False,,junior
659,1349_02,True,0,28.0,False,,junior
660,1354_01,False,0,23.0,False,False,junior
661,1354_02,False,2,23.0,False,False,junior
662,1354_03,True,0,41.0,False,,junior
663,1354_04,False,2,20.0,False,False,junior
664,1354_05,True,2,29.0,False,,junior
665,1354_06,True,2,17.0,False,,junior
666,1354_07,False,2,21.0,False,False,junior
667,1358_01,True,2,25.0,False,,junior
668,1358_02,False,2,25.0,False,,junior
669,1359_01,False,2,28.0,False,,junior
670,1361_01,True,2,24.0,False,,junior
671,1361_02,False,2,56.0,False,False,junior
672,1363_01,False,2,36.0,False,False,junior
673,1364_01,False,1,20.0,False,False,junior
674,1364_02,False,2,50.0,False,False,junior
675,1367_01,True,1,29.0,False,,junior
676,1369_01,False,2,34.0,False,False,junior
677,1369_02,True,1,40.0,False,,junior
678,1369_03,False,2,20.0,False,False,junior
679,1372_01,True,2,36.0,False,,junior
680,1373_01,False,2,25.0,False,,junior
681,1374_01,True,0,25.0,True,,junior
682,1388_01,True,1,17.0,False,,junior
683,1392_01,False,2,42.0,False,,junior
684,1394_01,True,1,47.0,False,False,junior
685,1396_01,False,2,23.0,,False,junior
686,1405_01,False,2,,False,,junior
687,1409_01,False,2,39.0,True,False,junior
688,1409_02,True,2,43.0,False,,junior
689,1411_01,False,2,23.0,False,False,junior
690,1418_01,False,2,46.0,False,False,junior
691,1422_01,True,0,31.0,False,,junior
692,1422_02,False,2,37.0,False,False,junior
693,1422_03,False,0,48.0,False,False,junior
694,1429_01,False,2,28.0,False,,junior
695,1432_01,False,2,38.0,False,False,junior
696,1432_02,False,2,31.0,False,False,junior
697,1436_01,False,2,35.0,False,False,junior
698,1437_01,False,1,28.0,False,False,junior
699,1441_01,False,2,29.0,False,False,junior
700,1446_01,False,2,19.0,False,False,junior
701,1448_01,False,2,,False,,junior
702,1449_01,False,2,44.0,False,,junior
703,1456_01,False,2,59.0,False,,junior
704,1459_01,False,0,23.0,False,False,junior
705,1464_01,False,1,48.0,False,False,junior
706,1466_01,True,2,49.0,False,,junior
707,1468_01,False,2,15.0,False,False,junior
708,1469_01,False,2,30.0,False,False,junior
709,1469_02,False,2,20.0,False,False,junior
710,1470_01,True,2,20.0,False,False,junior
711,1471_01,False,3,6.0,False,,junior
712,1471_02,True,2,1.0,False,,junior
713,1471_03,False,2,1.0,False,False,junior
714,1471_04,False,2,2.0,False,,junior
715,1471_05,True,2,8.0,False,False,junior
716,1472_01,True,1,29.0,False,,junior
717,1473_01,False,2,43.0,False,False,junior
718,1473_02,False,2,73.0,False,False,junior
719,1475_01,False,2,48.0,False,False,junior
720,1476_01,False,0,24.0,False,False,junior
721,1477_01,False,2,20.0,False,False,junior
722,1477_02,False,2,17.0,False,False,junior
723,1480_01,True,2,42.0,False,False,junior
724,1482_01,True,2,22.0,False,,junior
725,1483_01,False,1,54.0,False,False,junior
726,1486_01,True,2,41.0,False,,junior
727,1487_01,True,1,0.0,False,,junior
728,1487_02,False,2,20.0,False,False,junior
729,1492_01,False,0,54.0,False,False,junior
730,1492_02,False,0,73.0,False,False,junior
731,1494_01,False,0,17.0,False,False,junior
732,1495_01,False,2,21.0,False,False,junior
733,1495_02,True,0,60.0,False,,junior
734,1496_01,True,2,50.0,False,,junior
735,1497_01,True,2,17.0,False,,junior
736,1497_02,True,2,18.0,False,,junior
737,1502_01,False,0,25.0,False,,junior
738,1502_02,False,0,57.0,True,False,junior
739,1502_03,True,0,46.0,False,,junior
740,1502_04,True,2,71.0,False,,junior
741,1504_01,False,2,21.0,False,False,junior
742,1505_01,False,2,38.0,False,False,junior
743,1508_01,False,2,23.0,False,False,junior
744,1512_01,False,2,24.0,False,False,junior
745,1513_01,True,1,25.0,False,False,junior
746,1514_01,True,1,35.0,False,,junior
747,1516_01,False,1,21.0,False,False,junior
748,1517_01,False,2,22.0,False,False,junior
749,1518_01,False,0,60.0,False,,junior
750,1518_02,False,2,29.0,False,False,junior
751,1519_01,False,2,49.0,False,False,junior
752,1522_01,True,2,27.0,False,,junior
753,1530_01,False,2,23.0,False,False,junior
754,1534_01,,2,23.0,False,False,junior
755,1534_02,,2,33.0,False,False,junior
756,1535_01,False,1,35.0,False,,junior
757,1537_01,False,2,27.0,False,False,junior
758,1538_01,False,2,44.0,False,,junior
759,1538_02,False,0,18.0,False,False,junior
760,1546_01,True,0,31.0,False,,junior
761,1549_01,False,2,21.0,False,False,junior
762,1553_01,True,2,27.0,False,,junior
763,1553_02,False,2,36.0,False,False,junior
764,1554_01,True,1,33.0,False,,junior
765,1554_02,False,2,30.0,False,False,junior
766,1556_01,True,2,29.0,False,,junior
767,1557_01,False,0,32.0,False,,junior
768,1559_01,True,0,31.0,False,,junior
769,1559_02,True,2,27.0,False,,junior
770,1563_01,True,0,25.0,False,,junior
771,1566_01,True,0,38.0,False,,junior
772,1570_01,False,2,47.0,False,,junior
773,1571_01,False,2,24.0,False,False,junior
774,1574_01,True,2,46.0,False,,junior
775,1575_01,True,2,16.0,False,,junior
776,1582_01,False,2,30.0,,False,junior
777,1582_02,False,2,0.0,False,,junior
778,1583_01,True,2,60.0,False,,junior
779,1586_01,False,2,50.0,False,False,junior
780,1587_01,True,1,37.0,False,,junior
781,1587_02,True,0,27.0,False,,junior
782,1589_01,False,2,29.0,False,False,junior
783,1591_01,False,2,,False,,junior
784,1591_02,False,2,22.0,False,False,junior
785,1598_01,False,2,,False,,junior
786,1598_02,False,2,,False,,junior
787,1600_01,False,2,14.0,False,False,junior
788,1605_01,False,2,,False,,junior
789,1607_01,True,1,20.0,False,False,junior
790,1609_01,False,2,19.0,False,False,junior
791,1610_01,False,0,14.0,False,False,junior
792,1616_01,True,3,69.0,False,,junior
793,1618_01,False,2,26.0,False,,junior
794,1620_01,False,0,25.0,,,junior
795,1623_01,False,3,36.0,,,junior
796,1627_01,True,2,34.0,False,,junior
797,1629_01,False,2,4.0,False,False,junior
798,1629_02,False,2,1.0,False,False,junior
799,1629_03,True,2,24.0,False,,junior
800,1629_04,,2,21.0,False,False,junior
801,1629_05,True,2,25.0,False,,junior
802,1629_06,True,0,44.0,False,,junior
803,1639_01,False,2,22.0,False,False,junior
804,1641_01,True,2,64.0,False,,junior
805,1642_01,False,2,32.0,False,,junior
806,1643_01,False,2,42.0,False,,junior
807,1648_01,True,2,29.0,False,,junior
808,1652_01,True,1,4.0,False,,junior
809,1654_01,False,2,17.0,False,False,junior
810,1664_01,False,2,21.0,False,False,junior
811,1665_01,True,2,52.0,False,,junior
812,1665_02,True,3,29.0,False,,junior
813,1667_01,False,2,35.0,False,False,junior
814,1675_01,True,0,23.0,False,,junior
815,1678_01,,2,27.0,False,False,junior
816,1679_01,True,2,8.0,False,False,junior
817,1680_01,False,3,20.0,False,False,junior
818,1680_02,True,0,16.0,False,False,junior
819,1683_01,False,2,35.0,False,False,junior
820,1684_01,False,2,44.0,False,,junior
821,1686_01,False,2,19.0,False,False,junior
822,1689_01,True,2,2.0,False,,junior
823,1689_02,False,2,30.0,False,False,junior
824,1689_03,False,2,28.0,False,,junior
825,1692_01,True,2,44.0,False,,junior
826,1693_01,False,2,20.0,False,False,junior
827,1701_01,True,2,22.0,False,,junior
828,1702_01,False,2,14.0,False,False,junior
829,1703_01,False,2,20.0,False,False,junior
830,1706_01,False,2,45.0,False,False,junior
831,1707_01,False,0,19.0,False,,junior
832,1716_01,False,2,42.0,False,,junior
833,1720_01,False,2,23.0,False,False,junior
834,1722_01,False,2,43.0,False,False,junior
835,1726_01,False,2,20.0,False,False,junior
836,1726_02,True,2,11.0,False,,junior
837,1726_03,False,2,20.0,False,False,junior
838,1732_01,True,2,21.0,False,False,junior
839,1735_01,False,2,17.0,False,False,junior
840,1737_01,False,2,32.0,False,,junior
841,1741_01,False,2,24.0,False,False,junior
842,1741_02,True,2,4.0,False,False,junior
843,1741_03,False,3,4.0,False,False,junior
844,1743_01,False,1,36.0,False,False,junior
845,1744_01,False,2,27.0,False,False,junior
846,1750_01,True,3,46.0,False,,junior
847,1751_01,True,0,24.0,False,,junior
848,1751_02,False,2,3.0,False,,junior
849,1754_01,False,0,21.0,False,False,junior
850,1756_01,False,2,42.0,False,,junior
851,1759_01,True,2,26.0,False,,junior
852,1765_01,True,2,38.0,False,,junior
853,1773_01,False,0,36.0,False,False,junior
854,1777_01,False,0,28.0,False,,junior
855,1777_02,True,2,62.0,False,,junior
856,1780_01,False,2,22.0,False,False,junior
857,1784_01,False,2,18.0,False,False,junior
858,1787_01,False,2,12.0,False,,junior
859,1788_01,False,2,32.0,False,,junior
860,1789_01,False,2,11.0,False,False,junior
861,1790_01,True,2,47.0,,,junior
862,1790_02,True,2,48.0,False,,junior
863,1791_01,True,0,38.0,False,,junior
864,1791_02,True,2,19.0,False,,junior
865,1793_01,False,2,22.0,False,False,junior
866,1793_02,False,2,21.0,False,False,junior
867,1794_01,False,0,37.0,False,,junior
868,1795_01,False,0,28.0,False,,junior
869,1801_01,False,2,15.0,False,False,junior
870,1801_02,False,2,57.0,False,False,junior
871,1809_01,True,2,22.0,False,,junior
872,1814_01,False,0,22.0,False,False,junior
873,1814_02,True,1,29.0,False,,junior
874,1814_03,False,2,0.0,False,,junior
875,1815_01,True,2,44.0,False,,junior
876,1819_01,False,2,22.0,False,False,junior
877,1820_01,True,2,25.0,,,junior
878,1824_01,False,2,64.0,False,False,junior
879,1825_01,False,2,21.0,False,False,junior
880,1825_02,False,2,35.0,False,False,junior
881,1830_01,True,1,15.0,False,False,junior
882,1832_01,False,2,48.0,False,False,junior
883,1835_01,True,2,22.0,False,,junior
884,1835_02,True,2,42.0,False,False,junior
885,1837_01,True,0,13.0,False,,junior
886,1838_01,True,2,35.0,False,,junior
887,1839_01,False,2,27.0,False,False,junior
888,1840_01,True,0,21.0,False,,junior
889,1842_01,False,2,22.0,False,False,junior
890,1845_01,False,2,33.0,False,False,junior
891,1851_01,False,0,25.0,False,,junior
892,1851_02,True,2,37.0,False,False,junior
893,1852_01,True,0,36.0,False,,junior
894,1852_02,False,0,47.0,False,,junior
895,1852_03,True,2,34.0,False,,junior
896,1852_04,True,0,29.0,False,,junior
897,1858_01,False,0,39.0,False,False,junior
898,1862_01,,0,27.0,False,,junior
899,1862_02,False,0,35.0,False,False,junior
900,1862_03,False,2,0.0,False,,junior
901,1867_01,True,0,33.0,False,,junior
902,1869_01,False,2,24.0,False,False,junior
903,1870_01,False,2,19.0,False,False,junior
904,1875_01,False,2,33.0,False,False,junior
905,1876_01,False,2,19.0,False,False,junior
906,1883_01,True,2,16.0,False,,junior
907,1885_01,False,2,47.0,False,,junior
908,1893_01,True,2,40.0,False,,junior
909,1894_01,True,2,19.0,False,,junior
910,1895_01,False,2,27.0,False,False,junior
911,1896_01,False,2,31.0,False,False,junior
912,1900_01,False,2,24.0,False,False,junior
913,1904_01,False,0,31.0,False,False,junior
914,1909_01,True,1,41.0,False,,junior
915,1909_02,True,2,16.0,False,,junior
916,1909_03,False,2,27.0,False,False,junior
917,1910_01,False,2,11.0,False,False,junior
918,1910_02,False,0,28.0,False,,junior
919,1910_03,False,2,51.0,False,False,junior
920,1910_04,False,2,1.0,False,False,junior
921,1912_01,False,2,56.0,False,False,junior
922,1913_01,False,3,,False,,junior
923,1913_02,True,2,57.0,False,,junior
924,1913_03,True,2,13.0,False,,junior
925,1914_01,True,1,32.0,False,,junior
926,1917_01,False,1,28.0,False,False,junior
927,1919_01,False,2,12.0,False,,junior
928,1921_01,False,1,35.0,False,,junior
929,1921_02,False,2,33.0,True,False,junior
930,1924_01,True,1,14.0,False,,junior
931,1929_01,False,2,26.0,False,,junior
932,1930_01,False,0,25.0,False,,junior
933,1932_01,False,2,27.0,False,False,junior
934,1934_01,False,2,23.0,False,False,junior
935,1936_01,False,2,45.0,False,False,junior
936,1943_01,False,0,50.0,False,,junior
937,1944_01,False,2,24.0,False,False,junior
938,1948_01,False,2,54.0,False,False,junior
939,1948_02,True,0,19.0,False,,junior
940,1949_01,False,2,19.0,False,False,junior
941,1951_01,True,0,28.0,False,,junior
942,1951_02,False,0,28.0,False,,junior
943,1954_01,False,0,39.0,False,False,junior
944,1955_01,False,2,20.0,False,False,junior
945,1958_01,False,2,30.0,False,False,junior
946,1965_01,True,2,35.0,False,,junior
947,1966_01,False,0,36.0,False,False,junior
948,1970_01,False,2,33.0,False,False,junior
949,1972_01,False,2,30.0,False,False,junior
950,1982_01,False,2,25.0,False,,junior
951,1986_01,True,2,45.0,False,,junior
952,1987_01,False,2,23.0,False,False,junior
953,1989_01,True,0,51.0,False,False,junior
954,1990_01,True,2,31.0,False,,junior
955,1990_02,True,0,55.0,False,,junior
956,1998_01,False,1,24.0,False,False,junior
957,2002_01,True,2,57.0,False,,junior
958,2004_01,True,2,24.0,False,,junior
959,2005_01,False,2,44.0,False,,junior
960,2005_02,False,2,0.0,False,,junior
961,2008_01,False,3,15.0,False,False,junior
962,2014_01,True,2,49.0,False,,junior
963,2016_01,True,3,24.0,False,,junior
964,2016_02,False,2,47.0,False,,junior
965,2017_01,False,2,26.0,False,,junior
966,2017_02,False,2,,False,,junior
967,2018_01,True,2,4.0,False,False,junior
968,2020_01,False,2,30.0,False,False,junior
969,2021_01,True,2,23.0,False,,junior
970,2023_01,False,2,23.0,False,False,junior
971,2023_02,True,2,4.0,False,False,junior
972,2023_03,True,2,3.0,False,,junior
973,2025_01,False,0,42.0,True,,junior
974,2030_01,False,2,22.0,False,False,junior
975,2031_01,False,2,21.0,False,False,junior
976,2033_01,False,0,28.0,False,,junior
977,2035_01,False,2,35.0,False,False,junior
978,2035_02,True,2,20.0,False,False,junior
979,2036_01,True,1,22.0,False,,junior
980,2036_02,False,2,30.0,False,False,junior
981,2036_03,False,2,0.0,False,,junior
982,2037_01,True,2,22.0,False,,junior
983,2037_02,False,2,15.0,False,False,junior
984,2039_01,False,2,4.0,False,False,junior
985,2039_02,True,2,19.0,False,,junior
986,2039_03,True,2,29.0,False,,junior
987,2047_01,True,2,17.0,False,,junior
988,2048_01,False,0,21.0,False,False,junior
989,2049_01,True,1,20.0,False,False,junior
990,2050_01,False,2,24.0,False,False,junior
991,2057_01,True,1,6.0,False,False,junior
992,2057_02,False,1,9.0,False,,junior
993,2057_03,False,2,21.0,False,False,junior
994,2057_04,True,2,46.0,False,,junior
995,2057_05,False,2,20.0,False,False,junior
996,2058_01,False,0,27.0,False,,junior
997,2064_01,True,2,23.0,False,,junior
998,2068_01,True,2,28.0,False,,junior
999,2068_02,False,0,53.0,False,,junior
1000,2068_03,False,2,41.0,False,False,junior
1001,2068_04,False,0,32.0,False,,junior
1002,2068_05,False,2,27.0,False,False,junior
1003,2069_01,False,2,31.0,False,False,junior
1004,2072_01,False,2,20.0,False,False,junior
1005,2072_02,False,2,19.0,False,False,junior
1006,2076_01,True,2,55.0,False,,junior
1007,2077_01,False,2,35.0,False,False,junior
1008,2078_01,True,2,70.0,False,,junior
1009,2079_01,False,0,22.0,False,False,junior
1010,2079_02,False,2,46.0,False,False,junior
1011,2079_03,False,2,16.0,False,False,junior
1012,2093_01,False,2,14.0,False,False,junior
1013,2098_01,False,2,13.0,False,False,junior
1014,2101_01,True,0,44.0,False,,junior
1015,2101_02,False,2,15.0,False,False,junior
1016,2103_01,False,2,32.0,False,,junior
1017,2108_01,False,0,26.0,False,False,junior
1018,2108_02,False,2,42.0,False,,junior
1019,2109_01,True,2,44.0,False,,junior
1020,2113_01,True,2,15.0,False,,junior
1021,2119_01,False,2,35.0,False,False,junior
1022,2119_02,True,2,35.0,False,,junior
1023,2122_01,False,1,24.0,False,False,junior
1024,2132_01,True,1,19.0,False,False,junior
1025,2146_01,False,2,37.0,False,False,junior
1026,2146_02,True,0,31.0,False,,junior
1027,2151_01,True,2,39.0,False,,junior
1028,2155_01,False,2,35.0,False,False,junior
1029,2157_01,False,2,26.0,False,,junior
1030,2160_01,False,2,26.0,False,,junior
1031,2160_02,True,0,0.0,False,,junior
1032,2160_03,True,2,8.0,False,False,junior
1033,2165_01,False,2,44.0,,,junior
1034,2166_01,False,2,20.0,False,False,junior
1035,2169_01,False,2,56.0,False,False,junior
1036,2170_01,False,2,31.0,False,False,junior
1037,2174_01,False,0,16.0,False,False,junior
1038,2176_01,True,1,29.0,False,,junior
1039,2178_01,False,2,22.0,False,False,junior
1040,2181_01,False,2,39.0,False,False,junior
1041,2184_01,True,0,25.0,False,,junior
1042,2184_02,,2,43.0,False,False,junior
1043,2185_01,True,0,37.0,False,,junior
1044,2192_01,False,1,24.0,False,False,junior
1045,2197_01,False,0,53.0,False,,junior
1046,2199_01,False,0,19.0,,,junior
1047,2208_01,False,2,24.0,False,False,junior
1048,2213_01,False,2,31.0,False,False,junior
1049,2214_01,False,2,27.0,False,False,junior
1050,2216_01,False,1,57.0,False,,junior
1051,2217_01,False,2,26.0,False,,junior
1052,2218_01,False,3,15.0,False,False,junior
1053,2222_01,True,2,19.0,False,,junior
1054,2226_01,,1,27.0,False,False,junior
1055,2227_01,True,2,23.0,False,,junior
1056,2230_01,True,2,6.0,False,False,junior
1057,2236_01,False,3,15.0,,False,junior
1058,2240_01,True,0,2.0,False,,junior
1059,2240_02,False,2,21.0,False,False,junior
1060,2240_03,False,2,0.0,False,,junior
1061,2242_01,True,0,18.0,False,,junior
1062,2244_01,False,2,46.0,False,False,junior
1063,2245_01,True,0,43.0,False,False,junior
1064,2245_02,True,2,45.0,True,,junior
1065,2246_01,False,0,40.0,False,False,junior
1066,2246_02,False,2,44.0,False,,junior
1067,2247_01,False,0,27.0,False,,junior
1068,2248_01,False,2,55.0,False,False,junior
1069,2249_01,False,2,24.0,False,False,junior
1070,2250_01,False,2,27.0,False,False,junior
1071,2259_01,False,0,33.0,False,,junior
1072,2259_02,True,0,35.0,False,,junior
1073,2260_01,True,2,33.0,False,,junior
1074,2265_01,False,2,34.0,False,False,junior
1075,2271_01,False,0,37.0,False,,junior
1076,2276_01,True,2,46.0,False,,junior
1077,2276_02,False,2,45.0,False,False,junior
1078,2283_01,False,2,14.0,False,False,junior
1079,2285_01,False,1,,False,False,junior
1080,2286_01,False,2,56.0,False,False,junior
1081,2290_01,True,1,24.0,False,,junior
1082,2292_01,True,1,19.0,False,False,junior
1083,2293_01,True,2,51.0,False,,junior
1084,2294_01,False,0,24.0,False,False,junior
1085,2297_01,False,2,23.0,False,False,junior
1086,2304_01,True,2,21.0,False,False,junior
1087,2307_01,True,2,6.0,False,False,junior
1088,2307_02,False,2,11.0,False,False,junior
1089,2307_03,False,2,4.0,False,False,junior
1090,2307_04,False,3,0.0,False,,junior
1091,2307_05,True,2,7.0,False,False,junior
1092,2322_01,False,2,24.0,False,False,junior
1093,2323_01,False,2,32.0,,,junior
1094,2324_01,False,2,43.0,False,False,junior
1095,2326_01,True,2,24.0,False,,junior
1096,2328_01,False,2,49.0,False,False,junior
1097,2330_01,False,1,21.0,False,False,junior
1098,2331_01,True,0,29.0,False,,junior
1099,2334_01,False,3,25.0,False,False,junior
1100,2335_01,True,1,27.0,False,,junior
1101,2337_01,True,1,14.0,False,,junior
1102,2342_01,False,2,67.0,False,False,junior
1103,2343_01,True,0,17.0,False,,junior
1104,2343_02,False,2,44.0,False,,junior
1105,2344_01,False,0,52.0,False,False,junior
1106,2344_02,True,0,14.0,False,,junior
1107,2346_01,False,2,17.0,False,False,junior
1108,2350_01,False,2,19.0,False,False,junior
1109,2350_02,False,2,36.0,False,False,junior
1110,2350_03,True,0,19.0,False,,junior
1111,2351_01,False,2,25.0,False,,junior
1112,2351_02,False,2,39.0,False,False,junior
1113,2352_01,False,0,32.0,False,,junior
1114,2354_01,False,2,75.0,False,False,junior
1115,2355_01,True,2,37.0,False,False,junior
1116,2355_02,True,0,25.0,False,,junior
1117,2355_03,False,2,33.0,False,False,junior
1118,2355_04,False,0,25.0,False,,junior
1119,2358_01,False,2,24.0,False,False,junior
1120,2359_01,False,2,22.0,False,False,junior
1121,2362_01,False,2,22.0,False,False,junior
1122,2370_01,True,2,36.0,False,,junior
1123,2370_02,True,2,4.0,False,False,junior
1124,2370_03,,2,61.0,False,False,junior
1125,2370_04,False,2,0.0,False,,junior
1126,2371_01,False,2,15.0,False,False,junior
1127,2372_01,False,2,42.0,False,,junior
1128,2378_01,False,2,27.0,False,False,junior
1129,2378_02,True,2,5.0,False,,junior
1130,2380_01,False,2,32.0,False,,junior
1131,2380_02,True,0,38.0,False,,junior
1132,2381_01,True,1,21.0,False,,junior
1133,2383_01,False,1,23.0,False,False,junior
1134,2383_02,False,2,34.0,False,False,junior
1135,2386_01,True,2,28.0,False,,junior
1136,2388_01,False,2,23.0,False,False,junior
1137,2388_02,True,3,14.0,False,,junior
1138,2393_01,False,2,60.0,False,,junior
1139,2394_01,True,1,78.0,False,False,junior
1140,2394_02,True,0,6.0,False,,junior
1141,2394_03,False,0,17.0,False,False,junior
1142,2400_01,False,0,41.0,False,False,junior
1143,2405_01,False,1,40.0,False,False,junior
1144,2407_01,,0,47.0,False,,junior
1145,2408_01,False,2,23.0,False,False,junior
1146,2415_01,False,2,41.0,False,False,junior
1147,2418_01,False,2,60.0,False,,junior
1148,2420_01,False,2,46.0,False,False,junior
1149,2422_01,False,0,19.0,False,,junior
1150,2422_02,True,0,18.0,False,,junior
1151,2425_01,True,2,0.0,False,,junior
1152,2425_02,False,1,28.0,False,False,junior
1153,2425_03,False,2,30.0,False,False,junior
1154,2425_04,False,0,9.0,False,,junior
1155,2425_05,True,2,0.0,False,,junior
1156,2425_06,True,2,4.0,False,False,junior
1157,2428_01,False,1,22.0,False,False,junior
1158,2430_01,True,2,32.0,False,,junior
1159,2430_02,,2,7.0,False,False,junior
1160,2430_03,False,3,19.0,False,,junior
1161,2434_01,True,2,34.0,False,,junior
1162,2434_02,False,2,24.0,False,False,junior
1163,2437_01,False,2,17.0,False,False,junior
1164,2440_01,False,2,31.0,False,False,junior
1165,2447_01,False,2,42.0,False,,junior
1166,2448_01,True,0,14.0,False,,junior
1167,2448_02,True,0,27.0,False,,junior
1168,2450_01,False,2,21.0,False,False,junior
1169,2459_01,True,0,24.0,False,,junior
1170,2464_01,False,2,34.0,False,False,junior
1171,2465_01,False,0,35.0,False,False,junior
1172,2468_01,True,0,43.0,False,False,junior
1173,2469_01,True,2,25.0,False,,junior
1174,2469_02,False,2,19.0,False,False,junior
1175,2473_01,False,2,25.0,False,,junior
1176,2481_01,True,0,22.0,False,,junior
1177,2481_02,False,2,23.0,False,False,junior
1178,2482_01,False,0,42.0,False,False,junior
1179,2482_02,False,0,40.0,False,False,junior
1180,2484_01,True,2,71.0,False,,junior
1181,2484_02,False,2,18.0,False,False,junior
1182,2485_01,False,2,34.0,True,False,junior
1183,2487_01,False,2,4.0,False,False,junior
1184,2487_02,True,2,18.0,False,,junior
1185,2487_03,False,2,22.0,False,False,junior
1186,2490_01,False,2,38.0,False,False,junior
1187,2493_01,False,0,33.0,False,,junior
1188,2493_02,False,1,27.0,True,False,junior
1189,2494_01,True,2,18.0,False,,junior
1190,2494_02,False,0,34.0,False,False,junior
1191,2495_01,False,0,66.0,False,False,junior
1192,2501_01,True,2,47.0,False,,junior
1193,2504_01,False,2,35.0,False,False,junior
1194,2507_01,True,2,23.0,False,,junior
1195,2511_01,False,2,36.0,False,False,junior
1196,2514_01,False,2,36.0,False,False,junior
1197,2517_01,True,2,35.0,False,,junior
1198,2525_01,False,2,15.0,False,False,junior
1199,2529_01,False,3,39.0,True,False,junior
1200,2533_01,False,0,48.0,False,False,junior
1201,2536_01,True,2,47.0,False,,junior
1202,2538_01,True,0,21.0,False,,junior
1203,2538_02,True,2,31.0,False,,junior
1204,2539_01,False,2,13.0,False,False,junior
1205,2543_01,False,2,32.0,False,,junior
1206,2554_01,,1,22.0,False,False,junior
1207,2556_01,True,0,40.0,False,,junior
1208,2563_01,True,2,15.0,False,,junior
1209,2566_01,False,3,33.0,False,False,junior
1210,2567_01,True,2,28.0,False,,junior
1211,2567_02,True,2,17.0,False,,junior
1212,2568_01,False,2,20.0,False,False,junior
1213,2569_01,False,2,42.0,False,,junior
1214,2570_01,True,2,18.0,False,,junior
1215,2575_01,False,0,27.0,False,,junior
1216,2576_01,True,2,32.0,False,,junior
1217,2577_01,True,2,19.0,False,,junior
1218,2577_02,True,2,9.0,False,,junior
1219,2579_01,False,2,36.0,False,False,junior
1220,2583_01,True,2,21.0,False,False,junior
1221,2585_01,True,2,40.0,,,junior
1222,2586_01,True,2,42.0,False,False,junior
1223,2587_01,True,2,40.0,False,,junior
1224,2587_02,True,2,22.0,False,,junior
1225,2600_01,False,2,15.0,False,False,junior
1226,2603_01,True,2,38.0,False,,junior
1227,2603_02,False,0,15.0,False,,junior
1228,2604_01,True,1,24.0,False,,junior
1229,2608_01,True,2,22.0,False,,junior
1230,2610_01,False,2,24.0,False,False,junior
1231,2611_01,False,2,25.0,False,,junior
1232,2612_01,False,2,22.0,False,False,junior
1233,2613_01,False,2,57.0,False,False,junior
1234,2614_01,False,2,25.0,False,,junior
1235,2615_01,False,2,21.0,False,False,junior
1236,2620_01,True,0,41.0,False,,junior
1237,2621_01,False,0,27.0,False,,junior
1238,2623_01,False,2,18.0,False,False,junior
1239,2630_01,False,2,61.0,False,False,junior
1240,2630_02,True,2,9.0,False,,junior
1241,2630_03,,2,1.0,False,False,junior
1242,2632_01,False,2,27.0,False,False,junior
1243,2637_01,False,2,20.0,False,False,junior
1244,2637_02,True,1,2.0,False,False,junior
1245,2637_03,False,2,0.0,False,,junior
1246,2639_01,True,2,25.0,False,,junior
1247,2644_01,False,2,22.0,False,False,junior
1248,2653_01,False,2,32.0,True,False,junior
1249,2654_01,False,2,28.0,False,,junior
1250,2656_01,True,2,43.0,False,,junior
1251,2665_01,False,0,28.0,False,,junior
1252,2667_01,True,0,32.0,False,,junior
1253,2667_02,False,2,54.0,False,False,junior
1254,2667_03,False,2,27.0,False,False,junior
1255,2667_04,True,2,30.0,False,,junior
1256,2667_05,True,0,25.0,False,,junior
1257,2669_01,False,2,39.0,False,False,junior
1258,2673_01,False,2,14.0,False,False,junior
1259,2674_01,False,2,8.0,False,,junior
1260,2674_02,False,2,22.0,False,False,junior
1261,2680_01,False,2,27.0,False,False,junior
1262,2681_01,True,1,43.0,False,False,junior
1263,2686_01,False,2,16.0,False,False,junior
1264,2689_01,False,2,40.0,False,False,junior
1265,2694_01,True,2,48.0,False,,junior
1266,2694_02,False,2,25.0,False,,junior
1267,2696_01,False,2,29.0,False,False,junior
1268,2699_01,False,1,60.0,False,,junior
1269,2705_01,True,2,22.0,False,,junior
1270,2710_01,True,0,37.0,False,,junior
1271,2710_02,True,0,35.0,False,,junior
1272,2711_01,False,2,23.0,False,False,junior
1273,2715_01,False,2,24.0,False,False,junior
1274,2715_02,False,2,15.0,False,False,junior
1275,2716_01,False,2,18.0,False,False,junior
1276,2716_02,True,0,14.0,False,,junior
1277,2719_01,False,2,39.0,False,False,junior
1278,2719_02,True,2,12.0,False,,junior
1279,2719_03,False,2,43.0,False,False,junior
1280,2728_01,False,2,45.0,False,False,junior
1281,2731_01,True,2,24.0,,,junior
1282,2733_01,False,2,52.0,False,,junior
1283,2735_01,False,2,18.0,False,False,junior
1284,2742_01,True,1,38.0,False,,junior
1285,2744_01,False,0,,False,False,junior
1286,2749_01,True,2,28.0,False,,junior
1287,2757_01,False,2,19.0,False,False,junior
1288,2761_01,False,1,45.0,False,,junior
1289,2761_02,False,2,27.0,False,False,junior
